user_id,product_id,event_type,timestamp
U0001,PID00212,purchase,2025-02-03 03:45:00
U0001,PID00199,view,2024-09-23 18:02:00
U0001,PID01053,view,2025-03-05 22:10:00
U0001,PID00540,view,2025-01-04 18:31:00
U0001,PID00540,click,2025-01-04 18:31:00
U0001,PID00479,view,2025-05-21 16:22:00
U0001,PID00479,click,2025-05-21 16:22:00
U0001,PID00862,view,2024-09-11 15:27:00
U0001,PID00668,view,2025-05-17 22:47:00
U0001,PID00668,click,2025-05-17 22:47:00
U0001,PID01053,view,2025-01-25 00:04:00
U0001,PID01053,click,2025-01-25 00:04:00
U0001,PID00918,view,2024-09-13 22:21:00
U0001,PID00918,add_to_cart,2024-09-13 22:21:00
U0001,PID00587,view,2025-05-20 00:14:00
U0001,PID00587,click,2025-05-20 00:14:00
U0002,PID01066,view,2025-06-16 04:59:00
U0002,PID00644,view,2025-05-31 14:35:00
U0002,PID00644,click,2025-05-31 14:35:00
U0002,PID00644,add_to_cart,2025-05-31 14:35:00
U0002,PID00644,wishlist,2025-05-31 14:35:00
U0002,PID00325,view,2024-08-22 19:38:00
U0002,PID00325,click,2024-08-22 19:38:00
U0002,PID00537,view,2025-01-21 01:12:00
U0002,PID00557,view,2025-04-28 05:05:00
U0002,PID00557,click,2025-04-28 05:05:00
U0002,PID00223,view,2024-10-11 06:44:00
U0002,PID00223,purchase,2024-10-11 06:44:00
U0002,PID00278,view,2024-12-29 09:25:00
U0002,PID00278,click,2024-12-29 09:25:00
U0002,PID00278,wishlist,2024-12-29 09:25:00
U0002,PID00887,view,2025-02-26 14:23:00
U0002,PID00493,view,2025-06-25 20:18:00
U0002,PID00493,click,2025-06-25 20:18:00
U0002,PID01076,view,2024-12-13 12:45:00
U0002,PID01076,click,2024-12-13 12:45:00
U0002,PID00380,view,2024-11-21 09:40:00
U0002,PID00168,view,2024-09-08 15:31:00
U0002,PID00956,view,2024-10-27 16:01:00
U0002,PID00956,click,2024-10-27 16:01:00
U0002,PID01031,view,2024-08-29 18:40:00
U0002,PID01031,wishlist,2024-08-29 18:40:00
U0002,PID00420,view,2025-04-06 03:19:00
U0002,PID00331,view,2025-01-16 16:50:00
U0002,PID00331,click,2025-01-16 16:50:00
U0002,PID00312,view,2025-03-20 23:25:00
U0002,PID00703,view,2025-06-17 14:38:00
U0002,PID00703,click,2025-06-17 14:38:00
U0002,PID00703,wishlist,2025-06-17 14:38:00
U0002,PID00644,view,2025-03-15 11:45:00
U0002,PID00644,click,2025-03-15 11:45:00
U0002,PID00398,view,2024-10-24 20:14:00
U0002,PID00075,view,2025-02-14 10:57:00
U0002,PID00659,view,2024-11-10 09:50:00
U0002,PID00659,click,2024-11-10 09:50:00
U0002,PID01078,view,2024-07-15 08:04:00
U0002,PID01078,click,2024-07-15 08:04:00
U0002,PID01078,rating,2024-07-15 08:04:00
U0002,PID00849,view,2024-08-12 09:21:00
U0002,PID00849,wishlist,2024-08-12 09:21:00
U0002,PID00674,view,2025-05-17 22:23:00
U0002,PID00187,view,2024-12-21 21:14:00
U0002,PID00187,add_to_cart,2024-12-21 21:14:00
U0002,PID00187,wishlist,2024-12-21 21:14:00
U0002,PID00391,view,2025-01-01 13:15:00
U0002,PID00391,add_to_cart,2025-01-01 13:15:00
U0002,PID00439,view,2024-07-12 12:23:00
U0002,PID00439,click,2024-07-12 12:23:00
U0002,PID00962,view,2024-09-03 10:11:00
U0002,PID00962,click,2024-09-03 10:11:00
U0002,PID01028,view,2025-05-27 19:42:00
U0002,PID01028,click,2025-05-27 19:42:00
U0002,PID01047,view,2024-09-20 21:25:00
U0002,PID01047,click,2024-09-20 21:25:00
U0002,PID01092,view,2024-10-11 01:37:00
U0002,PID01092,click,2024-10-11 01:37:00
U0002,PID01092,wishlist,2024-10-11 01:37:00
U0002,PID01091,view,2024-11-01 15:39:00
U0002,PID01091,click,2024-11-01 15:39:00
U0002,PID01091,add_to_cart,2024-11-01 15:39:00
U0002,PID01075,view,2025-01-18 12:56:00
U0002,PID01075,add_to_cart,2025-01-18 12:56:00
U0002,PID01075,wishlist,2025-01-18 12:56:00
U0002,PID00119,view,2024-10-28 18:03:00
U0002,PID00119,add_to_cart,2024-10-28 18:03:00
U0002,PID00234,view,2025-02-14 05:00:00
U0002,PID00234,click,2025-02-14 05:00:00
U0002,PID00451,view,2024-07-17 19:45:00
U0002,PID00451,add_to_cart,2024-07-17 19:45:00
U0002,PID00451,wishlist,2024-07-17 19:45:00
U0002,PID00738,view,2025-06-01 09:25:00
U0002,PID00738,click,2025-06-01 09:25:00
U0002,PID00738,wishlist,2025-06-01 09:25:00
U0002,PID00164,view,2024-12-20 15:44:00
U0002,PID01002,view,2024-11-13 17:03:00
U0002,PID01002,click,2024-11-13 17:03:00
U0002,PID00807,view,2024-10-14 10:02:00
U0002,PID00807,click,2024-10-14 10:02:00
U0002,PID00807,add_to_cart,2024-10-14 10:02:00
U0002,PID00725,view,2024-08-18 12:31:00
U0002,PID00282,view,2024-07-04 05:05:00
U0002,PID00282,click,2024-07-04 05:05:00
U0002,PID00282,rating,2024-07-04 05:05:00
U0002,PID00391,view,2025-04-29 11:25:00
U0002,PID00273,view,2024-10-18 16:18:00
U0002,PID00273,add_to_cart,2024-10-18 16:18:00
U0002,PID01006,view,2024-07-29 03:13:00
U0002,PID01006,click,2024-07-29 03:13:00
U0002,PID01006,add_to_cart,2024-07-29 03:13:00
U0002,PID00772,view,2024-11-02 06:21:00
U0002,PID00943,view,2025-04-01 02:34:00
U0002,PID00441,view,2024-08-07 19:40:00
U0002,PID00441,click,2024-08-07 19:40:00
U0002,PID00441,wishlist,2024-08-07 19:40:00
U0002,PID00530,view,2024-12-18 22:46:00
U0002,PID00530,click,2024-12-18 22:46:00
U0002,PID00530,wishlist,2024-12-18 22:46:00
U0002,PID00570,view,2025-01-10 11:50:00
U0002,PID00959,view,2025-02-24 07:42:00
U0002,PID00965,view,2025-03-01 09:48:00
U0002,PID00965,click,2025-03-01 09:48:00
U0002,PID00965,add_to_cart,2025-03-01 09:48:00
U0002,PID00337,view,2025-04-09 07:54:00
U0002,PID00337,click,2025-04-09 07:54:00
U0002,PID01069,view,2024-11-12 07:41:00
U0002,PID01069,click,2024-11-12 07:41:00
U0002,PID00206,view,2025-06-19 09:20:00
U0002,PID00206,click,2025-06-19 09:20:00
U0002,PID00206,wishlist,2025-06-19 09:20:00
U0002,PID01043,view,2025-06-20 22:15:00
U0002,PID01043,click,2025-06-20 22:15:00
U0002,PID00170,view,2024-08-07 22:10:00
U0002,PID00170,wishlist,2024-08-07 22:10:00
U0002,PID00405,view,2024-07-31 00:38:00
U0002,PID00405,add_to_cart,2024-07-31 00:38:00
U0002,PID00405,wishlist,2024-07-31 00:38:00
U0002,PID01002,view,2025-01-24 18:52:00
U0002,PID01002,rating,2025-01-24 18:52:00
U0002,PID00304,view,2025-03-03 03:51:00
U0002,PID00304,click,2025-03-03 03:51:00
U0002,PID00580,view,2025-04-16 20:32:00
U0002,PID00622,view,2024-11-20 19:27:00
U0002,PID00622,click,2024-11-20 19:27:00
U0002,PID00382,view,2025-06-07 08:52:00
U0002,PID00382,click,2025-06-07 08:52:00
U0002,PID00916,view,2025-03-15 07:17:00
U0002,PID00916,click,2025-03-15 07:17:00
U0002,PID00916,add_to_cart,2025-03-15 07:17:00
U0002,PID01006,view,2025-01-28 03:55:00
U0002,PID01006,add_to_cart,2025-01-28 03:55:00
U0002,PID01026,view,2025-06-16 12:32:00
U0002,PID01026,purchase,2025-06-16 12:32:00
U0002,PID00493,view,2025-01-03 22:44:00
U0002,PID00493,click,2025-01-03 22:44:00
U0002,PID00712,view,2025-06-27 20:54:00
U0002,PID00712,click,2025-06-27 20:54:00
U0002,PID00386,view,2024-11-12 23:50:00
U0002,PID00382,view,2024-11-19 01:04:00
U0002,PID00382,add_to_cart,2024-11-19 01:04:00
U0002,PID00275,view,2025-06-07 03:44:00
U0002,PID00275,wishlist,2025-06-07 03:44:00
U0002,PID01068,view,2025-06-27 01:30:00
U0002,PID01068,click,2025-06-27 01:30:00
U0002,PID01037,view,2024-09-11 02:15:00
U0002,PID00968,view,2024-11-10 22:38:00
U0002,PID00698,view,2024-09-17 23:19:00
U0002,PID00698,click,2024-09-17 23:19:00
U0002,PID00668,view,2024-09-10 09:23:00
U0002,PID00711,view,2025-05-01 14:41:00
U0002,PID00711,click,2025-05-01 14:41:00
U0002,PID00711,add_to_cart,2025-05-01 14:41:00
U0002,PID00719,view,2024-11-17 12:22:00
U0002,PID00719,click,2024-11-17 12:22:00
U0002,PID00606,view,2025-06-06 01:31:00
U0002,PID00224,view,2025-04-17 04:50:00
U0002,PID00224,click,2025-04-17 04:50:00
U0002,PID00214,view,2024-08-10 02:10:00
U0003,PID00540,view,2024-09-21 09:10:00
U0003,PID00540,click,2024-09-21 09:10:00
U0003,PID01060,view,2024-08-16 13:57:00
U0003,PID01060,click,2024-08-16 13:57:00
U0003,PID01060,wishlist,2024-08-16 13:57:00
U0003,PID00474,view,2025-03-31 04:21:00
U0003,PID00908,view,2024-09-03 04:24:00
U0003,PID00908,click,2024-09-03 04:24:00
U0003,PID00655,view,2024-10-08 12:56:00
U0003,PID00655,click,2024-10-08 12:56:00
U0003,PID00246,view,2025-04-05 11:18:00
U0003,PID00409,view,2025-02-09 17:03:00
U0003,PID00777,view,2024-07-06 15:25:00
U0003,PID00777,click,2024-07-06 15:25:00
U0003,PID00798,view,2025-05-02 16:01:00
U0003,PID00798,click,2025-05-02 16:01:00
U0003,PID00798,add_to_cart,2025-05-02 16:01:00
U0003,PID00537,view,2025-05-15 15:05:00
U0003,PID00307,view,2025-06-08 17:55:00
U0003,PID00307,click,2025-06-08 17:55:00
U0003,PID00854,view,2024-07-22 17:45:00
U0003,PID00227,view,2024-09-03 23:58:00
U0003,PID01053,view,2025-04-24 23:39:00
U0003,PID01053,click,2025-04-24 23:39:00
U0003,PID01053,add_to_cart,2025-04-24 23:39:00
U0003,PID00253,view,2024-12-05 20:11:00
U0003,PID00253,click,2024-12-05 20:11:00
U0003,PID00143,view,2024-09-16 21:32:00
U0003,PID00143,click,2024-09-16 21:32:00
U0003,PID00143,purchase,2024-09-16 21:32:00
U0003,PID00607,view,2025-01-06 05:40:00
U0003,PID00607,add_to_cart,2025-01-06 05:40:00
U0003,PID00632,view,2024-09-07 17:43:00
U0003,PID00632,click,2024-09-07 17:43:00
U0003,PID00618,view,2025-03-09 23:49:00
U0003,PID00539,view,2025-03-24 09:41:00
U0003,PID00539,add_to_cart,2025-03-24 09:41:00
U0003,PID01097,view,2024-12-17 14:25:00
U0003,PID01097,click,2024-12-17 14:25:00
U0003,PID00594,view,2024-10-09 09:40:00
U0003,PID00594,click,2024-10-09 09:40:00
U0003,PID00594,add_to_cart,2024-10-09 09:40:00
U0003,PID00585,view,2025-05-06 03:51:00
U0003,PID00585,click,2025-05-06 03:51:00
U0003,PID00585,add_to_cart,2025-05-06 03:51:00
U0003,PID00522,view,2024-09-15 20:35:00
U0003,PID00089,view,2025-05-13 03:48:00
U0003,PID00089,click,2025-05-13 03:48:00
U0003,PID00711,view,2025-06-08 01:06:00
U0003,PID00306,view,2025-04-26 16:08:00
U0003,PID00306,wishlist,2025-04-26 16:08:00
U0003,PID00761,view,2025-01-01 18:34:00
U0003,PID00761,click,2025-01-01 18:34:00
U0003,PID00068,view,2025-03-26 00:11:00
U0003,PID01086,view,2025-03-21 01:42:00
U0003,PID00575,view,2025-06-26 14:24:00
U0003,PID00575,click,2025-06-26 14:24:00
U0003,PID01017,view,2024-11-17 05:38:00
U0003,PID00582,view,2025-02-07 07:41:00
U0003,PID00582,wishlist,2025-02-07 07:41:00
U0003,PID00081,view,2025-01-22 20:11:00
U0003,PID00081,click,2025-01-22 20:11:00
U0003,PID00081,add_to_cart,2025-01-22 20:11:00
U0003,PID00959,view,2024-11-22 05:21:00
U0003,PID00959,add_to_cart,2024-11-22 05:21:00
U0003,PID00772,view,2025-03-30 19:05:00
U0003,PID00920,view,2024-09-23 22:16:00
U0003,PID00920,click,2024-09-23 22:16:00
U0003,PID00529,view,2025-01-11 20:05:00
U0003,PID00529,click,2025-01-11 20:05:00
U0003,PID00761,view,2025-04-23 16:16:00
U0003,PID00761,click,2025-04-23 16:16:00
U0003,PID00983,view,2025-06-02 09:07:00
U0003,PID00983,click,2025-06-02 09:07:00
U0003,PID00983,add_to_cart,2025-06-02 09:07:00
U0003,PID00983,purchase,2025-06-02 09:07:00
U0003,PID00754,view,2024-07-27 02:02:00
U0003,PID00754,add_to_cart,2024-07-27 02:02:00
U0003,PID00439,view,2025-04-09 09:56:00
U0003,PID00439,click,2025-04-09 09:56:00
U0003,PID00787,view,2024-12-11 10:07:00
U0003,PID00787,click,2024-12-11 10:07:00
U0003,PID00798,view,2024-08-26 21:09:00
U0003,PID00798,click,2024-08-26 21:09:00
U0003,PID01071,view,2024-07-29 02:40:00
U0003,PID00465,view,2024-10-16 03:43:00
U0003,PID00465,click,2024-10-16 03:43:00
U0003,PID00526,view,2025-02-13 18:01:00
U0003,PID00526,click,2025-02-13 18:01:00
U0003,PID00952,view,2024-12-11 18:30:00
U0003,PID00952,click,2024-12-11 18:30:00
U0003,PID00952,add_to_cart,2024-12-11 18:30:00
U0003,PID00616,view,2024-09-25 01:59:00
U0003,PID00871,view,2025-02-12 02:52:00
U0003,PID00564,view,2024-07-27 23:14:00
U0003,PID00564,click,2024-07-27 23:14:00
U0003,PID00290,view,2025-06-17 15:30:00
U0003,PID00290,click,2025-06-17 15:30:00
U0003,PID00290,rating,2025-06-17 15:30:00
U0003,PID00880,view,2024-12-05 02:32:00
U0003,PID00880,wishlist,2024-12-05 02:32:00
U0003,PID00176,view,2025-06-09 06:56:00
U0003,PID00176,click,2025-06-09 06:56:00
U0003,PID00268,view,2025-04-04 08:38:00
U0003,PID00268,click,2025-04-04 08:38:00
U0003,PID00749,view,2025-06-30 18:01:00
U0003,PID00749,click,2025-06-30 18:01:00
U0003,PID00882,view,2025-06-28 07:44:00
U0003,PID01015,view,2024-09-13 10:46:00
U0003,PID01015,click,2024-09-13 10:46:00
U0003,PID00356,view,2025-06-25 01:56:00
U0003,PID00148,view,2025-01-21 10:10:00
U0003,PID00148,click,2025-01-21 10:10:00
U0003,PID01067,view,2024-10-29 02:30:00
U0003,PID01067,click,2024-10-29 02:30:00
U0003,PID01067,add_to_cart,2024-10-29 02:30:00
U0003,PID00208,view,2025-04-04 21:24:00
U0003,PID00208,click,2025-04-04 21:24:00
U0003,PID00208,add_to_cart,2025-04-04 21:24:00
U0003,PID00266,view,2024-10-09 02:27:00
U0003,PID00266,click,2024-10-09 02:27:00
U0003,PID00266,add_to_cart,2024-10-09 02:27:00
U0003,PID00266,purchase,2024-10-09 02:27:00
U0003,PID00377,view,2024-08-26 15:02:00
U0003,PID00377,click,2024-08-26 15:02:00
U0003,PID00643,view,2025-05-22 21:32:00
U0003,PID00643,click,2025-05-22 21:32:00
U0003,PID00643,add_to_cart,2025-05-22 21:32:00
U0003,PID01003,view,2024-09-13 13:25:00
U0003,PID00896,view,2024-10-18 11:34:00
U0003,PID00896,click,2024-10-18 11:34:00
U0003,PID00896,purchase,2024-10-18 11:34:00
U0003,PID00838,view,2025-03-17 12:31:00
U0003,PID00838,click,2025-03-17 12:31:00
U0003,PID00236,view,2025-04-22 04:16:00
U0003,PID00236,add_to_cart,2025-04-22 04:16:00
U0004,PID00301,view,2025-06-20 04:11:00
U0004,PID00301,click,2025-06-20 04:11:00
U0004,PID00559,view,2025-06-11 20:37:00
U0004,PID00559,click,2025-06-11 20:37:00
U0004,PID00513,view,2024-08-15 06:11:00
U0004,PID00513,click,2024-08-15 06:11:00
U0004,PID00238,view,2025-05-10 08:09:00
U0004,PID00961,view,2024-07-10 20:17:00
U0004,PID00961,click,2024-07-10 20:17:00
U0004,PID01043,view,2024-09-08 02:46:00
U0004,PID01043,click,2024-09-08 02:46:00
U0004,PID00271,view,2024-08-18 01:08:00
U0004,PID01047,view,2024-10-07 06:42:00
U0004,PID01047,click,2024-10-07 06:42:00
U0004,PID01047,add_to_cart,2024-10-07 06:42:00
U0004,PID00024,view,2024-11-28 00:19:00
U0004,PID00024,click,2024-11-28 00:19:00
U0004,PID01043,view,2025-05-06 12:43:00
U0004,PID01043,click,2025-05-06 12:43:00
U0004,PID01064,view,2025-03-27 02:24:00
U0004,PID01064,click,2025-03-27 02:24:00
U0004,PID01064,add_to_cart,2025-03-27 02:24:00
U0004,PID00017,view,2025-05-26 06:50:00
U0004,PID00017,wishlist,2025-05-26 06:50:00
U0004,PID00899,view,2024-11-11 10:40:00
U0004,PID01078,view,2024-07-29 10:51:00
U0004,PID01078,click,2024-07-29 10:51:00
U0004,PID01078,add_to_cart,2024-07-29 10:51:00
U0004,PID01078,rating,2024-07-29 10:51:00
U0004,PID01025,view,2024-07-07 03:08:00
U0004,PID01078,view,2025-01-16 10:10:00
U0004,PID01078,click,2025-01-16 10:10:00
U0004,PID00665,view,2025-03-23 20:37:00
U0004,PID00104,view,2025-05-29 23:26:00
U0004,PID00104,click,2025-05-29 23:26:00
U0004,PID00979,view,2025-03-18 16:19:00
U0004,PID00979,click,2025-03-18 16:19:00
U0004,PID00979,wishlist,2025-03-18 16:19:00
U0004,PID00735,view,2024-10-19 17:12:00
U0004,PID00735,click,2024-10-19 17:12:00
U0004,PID00736,view,2024-07-16 21:36:00
U0004,PID00736,click,2024-07-16 21:36:00
U0004,PID00517,view,2025-03-05 17:55:00
U0004,PID00517,click,2025-03-05 17:55:00
U0004,PID00517,add_to_cart,2025-03-05 17:55:00
U0004,PID00689,view,2024-11-29 17:07:00
U0004,PID00689,click,2024-11-29 17:07:00
U0004,PID00207,view,2025-04-12 04:16:00
U0004,PID00874,view,2025-06-10 02:35:00
U0004,PID00874,click,2025-06-10 02:35:00
U0004,PID00874,add_to_cart,2025-06-10 02:35:00
U0004,PID00100,view,2025-05-30 09:05:00
U0004,PID00100,click,2025-05-30 09:05:00
U0004,PID00100,wishlist,2025-05-30 09:05:00
U0004,PID00862,view,2024-09-21 04:51:00
U0004,PID00862,click,2024-09-21 04:51:00
U0004,PID00978,view,2025-06-06 07:32:00
U0004,PID00579,view,2024-08-14 18:24:00
U0005,PID00456,view,2025-04-21 20:03:00
U0005,PID00456,click,2025-04-21 20:03:00
U0005,PID01063,view,2024-07-23 07:22:00
U0005,PID01063,click,2024-07-23 07:22:00
U0005,PID00159,view,2025-02-14 06:57:00
U0005,PID00159,click,2025-02-14 06:57:00
U0005,PID01098,view,2025-01-31 17:03:00
U0005,PID00964,view,2024-12-04 00:43:00
U0005,PID00157,view,2024-08-16 22:14:00
U0005,PID00854,view,2025-02-09 17:00:00
U0005,PID00058,view,2024-09-17 16:54:00
U0005,PID00964,view,2025-03-14 06:36:00
U0005,PID00964,click,2025-03-14 06:36:00
U0005,PID00964,add_to_cart,2025-03-14 06:36:00
U0005,PID00978,view,2024-10-15 16:39:00
U0005,PID00791,view,2024-07-15 07:30:00
U0005,PID00791,add_to_cart,2024-07-15 07:30:00
U0005,PID00791,wishlist,2024-07-15 07:30:00
U0005,PID01010,view,2025-04-03 13:26:00
U0005,PID01010,click,2025-04-03 13:26:00
U0005,PID00166,view,2024-12-05 00:04:00
U0005,PID00417,view,2024-09-04 14:46:00
U0005,PID00417,click,2024-09-04 14:46:00
U0005,PID00581,view,2025-06-01 09:32:00
U0005,PID00581,click,2025-06-01 09:32:00
U0005,PID00581,add_to_cart,2025-06-01 09:32:00
U0005,PID00071,view,2025-06-25 03:43:00
U0005,PID00071,click,2025-06-25 03:43:00
U0005,PID00621,view,2024-11-15 19:58:00
U0005,PID00621,add_to_cart,2024-11-15 19:58:00
U0005,PID00405,view,2024-11-12 22:45:00
U0005,PID00405,add_to_cart,2024-11-12 22:45:00
